alpha,seed,ate,bias,abs_bias,se
0.4,10,663.4651732674829,2.8522276764888375,2.8522276764888375,12.506772661161696
0.4,11,666.3001904708991,5.687244879905052,5.687244879905052,12.532460672458559
0.4,12,670.117919673454,9.504974082459967,9.504974082459967,12.849676210766042
0.4,13,664.5468751142739,3.9339295232798577,3.9339295232798577,12.7940630419557
0.4,14,640.9199603484767,-19.692985242517352,19.692985242517352,12.623316178272468
0.5,0,659.963439447452,-0.6495061435421121,0.6495061435421121,11.159582054804295
0.5,1,657.3891426825004,-3.223802908493667,3.223802908493667,10.755983738171292
0.5,2,655.9684992193071,-4.644446371686968,4.644446371686968,10.56552380399826
0.5,3,664.9770769712233,4.364131380229196,4.364131380229196,10.465624963439083
0.5,4,649.4619356146593,-11.151009976334763,11.151009976334763,10.807183681489875
0.5,5,657.2018469315913,-3.4110986594027963,3.4110986594027963,11.599510821626502
0.5,6,646.5611663785696,-14.051779212424435,14.051779212424435,11.080632261029578
0.5,7,662.9599392689951,2.346993678001013,2.346993678001013,10.870510112765006
0.5,8,657.3883942645535,-3.224551326440519,3.224551326440519,10.53018377551192
0.5,9,667.2754562241797,6.662510633185661,6.662510633185661,10.636172147646215
0.5,10,665.9248317916381,5.3118862006440395,5.3118862006440395,10.977348136089212
0.5,11,663.8121764278246,3.1992308368305657,3.1992308368305657,10.936344714927905
0.5,12,660.7358535385914,0.1229079475973549,0.1229079475973549,11.072538157772469
0.5,13,654.5417309562374,-6.071214634756643,6.071214634756643,10.787952604905584
0.5,14,633.5800568133642,-27.032888777629864,27.032888777629864,11.22004543100549
0.6,0,660.6470166441183,0.034071053124193895,0.034071053124193895,10.106120540881156
0.6,1,650.7917951857366,-9.821150405257413,9.821150405257413,9.741351527893453
0.6,2,659.9943589302933,-0.6185866607007711,0.6185866607007711,10.19566633893173
0.6,3,658.4853468315025,-2.1275987594915478,2.1275987594915478,10.211482560214993
0.6,4,654.7173012972125,-5.895644293781515,5.895644293781515,9.861319553999854
0.6,5,660.2485597552505,-0.36438583574351924,0.36438583574351924,10.252488410095863
0.6,6,645.7659613870702,-14.846984203923853,14.846984203923853,9.85019200857616
0.6,7,652.7485558464965,-7.864389744497544,7.864389744497544,9.631965742336991
0.6,8,665.5579474669927,4.945001875998628,4.945001875998628,9.883690035526232
0.6,9,666.5912142581681,5.978268667174007,5.978268667174007,9.353932608686208
0.6,10,662.7430280315896,2.1300824405955154,2.1300824405955154,9.88120720907366
0.6,11,650.4311830473632,-10.181762543630839,10.181762543630839,9.638648433467578
0.6,12,659.6797935496977,-0.9331520412963528,0.9331520412963528,9.81438392987314
0.6,13,660.8251158100715,0.21217021907739309,0.21217021907739309,9.709767555740926
0.6,14,642.8140679359608,-17.798877655033266,17.798877655033266,9.553064403438007
0.7,0,658.9235046223919,-1.6894409686021845,1.6894409686021845,9.020671216225896
0.7,1,657.3904623428369,-3.2224832481571184,3.2224832481571184,8.842082641428458
0.7,2,654.9286207002599,-5.68432489073416,5.68432489073416,8.866503997505472
0.7,3,659.7149519888059,-0.897993602188194,0.897993602188194,8.98577471572054
0.7,4,657.4813918250544,-3.131553765939657,3.131553765939657,8.921850081073497
0.7,5,662.7827148015739,2.1697692105798296,2.1697692105798296,9.22891631614845
0.7,6,649.7966322009843,-10.816313390009782,10.816313390009782,9.02607187497359
0.7,7,652.8419858672383,-7.770959723755709,7.770959723755709,8.948154784817552
0.7,8,660.7012674112643,0.08832182027026647,0.08832182027026647,9.02552776410569
0.7,9,660.3963805445851,-0.21656504640895946,0.21656504640895946,8.683044439281606
0.7,10,664.7709567135321,4.158011122538028,4.158011122538028,9.159032123075878
0.7,11,656.7371566360797,-3.8757889549143556,3.8757889549143556,8.875854004476572
0.7,12,658.6689095534508,-1.944036037543242,1.944036037543242,8.783448589466662
0.7,13,667.4007178488308,6.787772257836764,6.787772257836764,9.005915527146154
0.7,14,643.7966787882639,-16.816266802730183,16.816266802730183,8.372100282267432
0.8,0,654.6872420287298,-5.925703562264289,5.925703562264289,8.465284066483608
0.8,1,658.4657841935743,-2.1471613974197226,2.1471613974197226,8.226192797100385
0.8,2,656.2501564526925,-4.362789138301537,4.362789138301537,8.395587541535615
0.8,3,657.7864565037223,-2.8264890872717388,2.8264890872717388,8.204013602550708
0.8,4,658.0199525791206,-2.592993011873432,2.592993011873432,8.492933019607982
0.8,5,661.9497349690569,1.3367893780628037,1.3367893780628037,8.687636446928341
0.8,6,657.8285085463976,-2.784437044596416,2.784437044596416,8.513879862152033
0.8,7,648.8052514625989,-11.807694128395156,11.807694128395156,8.083515700908212
0.8,8,660.212982806278,-0.39996278471608093,0.39996278471608093,8.614398066524133
0.8,9,661.5507112736304,0.9377656826363818,0.9377656826363818,8.051734798255115
0.8,10,664.4266021850492,3.8136565940551463,3.8136565940551463,8.6326020499486
0.8,11,654.3223399886946,-6.290605602299479,6.290605602299479,8.477749368351695
0.8,12,655.607681633283,-5.0052639577110085,5.0052639577110085,8.255038237585275
0.8,13,658.4636515892714,-2.1492940017226374,2.1492940017226374,8.153107128933943
0.8,14,646.9620241275801,-13.650921463413965,13.650921463413965,7.993960336416644
0.9,0,659.5695368898091,-1.0434087011849442,1.0434087011849442,8.182423749672243
0.9,1,656.9623860128069,-3.650559578187199,3.650559578187199,8.005264506144915
0.9,2,651.2822770648739,-9.330668526120121,9.330668526120121,8.17403386868967
0.9,3,663.3195938090741,2.7066482180800904,2.7066482180800904,8.058376843047094
0.9,4,664.4150339340079,3.802088343013793,3.802088343013793,7.974634610993366
0.9,5,671.8365647710715,11.223619180077435,11.223619180077435,8.671337476144744
0.9,6,660.9891433883016,0.37619779730755454,0.37619779730755454,8.235812882853393
0.9,7,646.0888538031863,-14.52409178780772,14.52409178780772,7.774461092378943
0.9,8,663.768955293205,3.156009702210895,3.156009702210895,8.28568385675051
0.9,9,666.3870137120584,5.774068121064374,5.774068121064374,7.91234446375438
0.9,10,666.855351711823,6.242406120828946,6.242406120828946,8.257872571891848
0.9,11,650.5222534888094,-10.090692102184676,10.090692102184676,8.132428675123046
0.9,12,651.8010218850567,-8.811923705937375,8.811923705937375,7.716184038705446
0.9,13,655.6528830862567,-4.96006250473738,4.96006250473738,7.781455690105785
0.9,14,642.6542068197692,-17.95873877122483,17.95873877122483,7.661313129970779
1.0,0,657.719545013051,-2.893400577943112,2.893400577943112,7.994670094354494
1.0,1,653.6152306344322,-6.997714956561822,6.997714956561822,7.697470930130096
1.0,2,649.018810409052,-11.594135181942079,11.594135181942079,8.013157640851933
1.0,3,658.6540154203278,-1.9589301706662354,1.9589301706662354,7.66140603657755
1.0,4,652.5116121041177,-8.101333486876342,8.101333486876342,7.524958622437935
1.0,5,657.6434657386706,-2.969479852323502,2.969479852323502,8.21274605871329
1.0,6,657.4018157799021,-3.2111298110919506,3.2111298110919506,7.924281038108817
1.0,7,647.5979108766066,-13.015034714387411,13.015034714387411,7.578632100839388
1.0,8,660.8118589581145,0.19891336712043994,0.19891336712043994,7.909236431028283
1.0,9,653.5204801837978,-7.0924654071963005,7.0924654071963005,7.5239117365593495
1.0,10,660.9416159708434,0.3286703798493136,0.3286703798493136,8.035592177597737
1.0,11,652.2050782811234,-8.407867309870653,8.407867309870653,7.901744844049857
1.0,12,655.93752974993,-4.675415841064023,4.675415841064023,7.904440641059201
1.0,13,659.1511517250185,-1.461793865975551,1.461793865975551,7.639478469311087
1.0,14,639.8733261804263,-20.739619410567798,20.739619410567798,7.721163720022026
